id,trade_unions_taking_action,email_solidarity,employer_name,action_reason,action_start,constituency,region,country,more_information,strike_status,status,location/lat,location/lng,twitter_handles,union/slug,union
20399,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Paisley and Renfrewshire South,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.836882,-4.508505,@CWUnews,cwu,
20638,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North East Hertfordshire,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.057936,-0.032425,@CWUnews,cwu,
20303,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Broadland,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.752221,1.300239,@CWUnews,cwu,
20546,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Thurrock,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.47832,0.269212,@CWUnews,cwu,
20708,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Easington,North East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.837582,-1.335073,@CWUnews,cwu,
20613,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Croydon North,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.41893,-0.083319,@CWUnews,cwu,
20395,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Paisley and Renfrewshire North,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.879734,-4.385769,@CWUnews,cwu,
20910,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Dewsbury,Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.687729,-1.634174,@CWUnews,cwu,
20911,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Batley and Spen,Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.708106,-1.611622,@CWUnews,cwu,
20903,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Watford,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.64175,-0.427895,@CWUnews,cwu,
20860,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Spelthorne,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.427504,-0.444876,@CWUnews,cwu,
20741,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Richmond Park,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.469275,-0.26611,@CWUnews,cwu,
20230,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Erewash,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.897228,-1.272167,@CWUnews,cwu,
20679,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Devizes,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.419648,-1.733617,@CWUnews,cwu,
20475,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Havant,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.789872,-0.986462,@CWUnews,cwu,
20618,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Croydon North,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.399524,-0.07999,@CWUnews,cwu,
20126,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Manchester Central,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.494598,-2.20758,@CWUnews,cwu,
20196,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Islington North,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.561858,-0.131216,@CWUnews,cwu,
20609,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Lewisham, Deptford",London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.45924,-0.013354,@CWUnews,cwu,
20237,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Newark,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.01202,-1.004979,@CWUnews,cwu,
20426,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Peterborough,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.613357,-0.286193,@CWUnews,cwu,
20457,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South West Devon,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.385326,-3.927569,@CWUnews,cwu,
20104,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South West Bedfordshire,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.887753,-0.523993,@CWUnews,cwu,
20164,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Mid Bedfordshire,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.095946,-0.528782,@CWUnews,cwu,
20368,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Witney,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.757626,-1.593071,@CWUnews,cwu,
20374,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Oxford West and Abingdon,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.827018,-1.300654,@CWUnews,cwu,
21696,Communication Workers Union (CWU),Cwuclevelandamal@gmail.com,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Middlesbrough,North East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.580524,-1.25485,,cwu,
20307,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North Norfolk,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.772868,1.511292,@CWUnews,cwu,
21701,Communication Workers Union (CWU),Cwuclevelandamal@gmail.com,Royal Mail,,2022-12-01T00:00:00+00:00,Middlesbrough South and East Cleveland,North East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.529661,-1.057026,,cwu,
20111,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stretford and Urmston,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.457321,-2.262773,@CWUnews,cwu,
20801,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Telford,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.693655,-2.448214,@CWUnews,cwu,
20807,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Orpington,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.314104,0.033851,@CWUnews,cwu,
20884,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Ealing Central and Acton,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.500495,-0.276985,@CWUnews,cwu,
20179,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Coatbridge, Chryston and Bellshill",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.819797,-4.012254,@CWUnews,cwu,
20292,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Blaenau Gwent,null,Wales,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.768733,-3.241118,@CWUnews,cwu,
20264,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Kettering,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.400149,-0.72958,@CWUnews,cwu,
20967,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Orkney and Shetland,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,60.044726,-1.226403,@CWUnews,cwu,
20894,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Warrington South,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.404444,-2.600338,@CWUnews,cwu,
20817,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hastings and Rye,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.867823,0.548124,@CWUnews,cwu,
20288,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Monmouth,null,Wales,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.640738,-2.672939,@CWUnews,cwu,
20654,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Windsor,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.481162,-0.610401,@CWUnews,cwu,
20726,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stone,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.786855,-2.254988,@CWUnews,cwu,
20907,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hertsmere,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.683002,-0.317296,@CWUnews,cwu,
20909,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Normanton, Pontefract and Castleford",Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.716621,-1.397103,@CWUnews,cwu,
20840,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,St Ives,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.118867,-5.539592,@CWUnews,cwu,
20257,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Broxtowe,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.928031,-1.197722,@CWUnews,cwu,
20482,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Bognor Regis and Littlehampton,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.783947,-0.671216,@CWUnews,cwu,
20939,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Wolverhampton South East,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.565235,-2.073602,@CWUnews,cwu,
20430,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Perth and North Perthshire,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,56.403073,-3.447403,@CWUnews,cwu,
20251,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Gedling,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.972124,-1.08291,@CWUnews,cwu,
20612,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Bermondsey and Old Southwark,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.489149,-0.098453,@CWUnews,cwu,
20797,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.478619,-2.55373,@CWUnews,cwu,
20669,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Swindon,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.551194,-1.725769,@CWUnews,cwu,
20931,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Cannock Chase,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.691866,-2.028453,@CWUnews,cwu,
20904,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hertsmere,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.640496,-0.357905,@CWUnews,cwu,
20969,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Orkney and Shetland,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,60.225267,-1.558967,@CWUnews,cwu,
20850,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Middlesbrough South and East Cleveland,North East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.564081,-0.96551,@CWUnews,cwu,
20480,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Chichester,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.83077,-0.781342,@CWUnews,cwu,
20838,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Camborne and Redruth,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.213279,-5.299592,@CWUnews,cwu,
20926,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,West Worcestershire,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.291152,-2.361004,@CWUnews,cwu,
20555,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Sheffield, Hallam",Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.326131,-1.517356,@CWUnews,cwu,
20168,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Mid Bedfordshire,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.023436,-0.5076,@CWUnews,cwu,
20127,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stretford and Urmston,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.448321,-2.351373,@CWUnews,cwu,
20132,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Blackley and Broughton,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.506566,-2.24298,@CWUnews,cwu,
20813,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Ashford,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.070876,0.690072,@CWUnews,cwu,
20871,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hayes and Harlington,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.50371,-0.414351,@CWUnews,cwu,
20331,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Great Yarmouth,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.612418,1.724617,@CWUnews,cwu,
20935,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Aldridge-Brownhills,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.606457,-1.917988,@CWUnews,cwu,
20930,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,West Bromwich West,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.560356,-2.027172,@CWUnews,cwu,
20755,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Vauxhall,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.475661,-0.130378,@CWUnews,cwu,
20839,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Camborne and Redruth,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.233733,-5.226712,@CWUnews,cwu,
20159,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North East Bedfordshire,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.160412,-0.493032,@CWUnews,cwu,
20651,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Slough,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.49666,-0.532511,@CWUnews,cwu,
20664,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Reigate,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.321593,-0.203027,@CWUnews,cwu,
20677,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Swindon,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.562676,-1.818214,@CWUnews,cwu,
20724,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Stafford,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.80306,-2.123012,@CWUnews,cwu,
20528,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Mid Sussex,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.954052,-0.154065,@CWUnews,cwu,
20351,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Holborn and St Pancras,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.550837,-0.146726,@CWUnews,cwu,
20102,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Luton South,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.879977,-0.422926,@CWUnews,cwu,
21537,Communication Workers Union (CWU),cwucleveland.amal          (Facebook) ,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Middlesbrough,North East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.580524,-1.25485,,cwu,
20313,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Norfolk,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.577918,1.339561,@CWUnews,cwu,
20600,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Carmarthen West and South Pembrokeshire,null,Wales,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.805376,-4.744105,@CWUnews,cwu,
20790,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.655747,-2.249994,@CWUnews,cwu,
20865,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Brentford and Isleworth,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.470271,-0.360985,@CWUnews,cwu,
